"tweet_id","tweet_user_id","quoted_user_id"
"1126297601664589825","196494138","1044942806048022528"
"1126411150004977665","940299429109731328","924829078447943680"
"1126307053247528961","1013124933147398144","1124123800801431553"
"1126338688512708609","1119839112242974720","869909325023559680"
"1126342447657889792","1013148858845626368","1027840295541649408"
"1126342807621234688","2841383502","998614961097068544"
"1126343782511726592","1110204816288972801","869909325023559680"
"1126353499560738816","749184298406871040","730547030863437824"
"1126357324594069509","1101661015152852996","809098662471147520"
"1126358668453253120","715642952681439232","544862804"
"1126360633375641601","1100761795126575104","425871040"
"1126375258414637056","1102810115655249920","959707655383212032"
"1126378991680548864","4487846065","2828089713"
"1126382950637920256","1121339691083554816","2973739059"
"1126393345922748416","3872642075","984307189853704192"
"1126393829764898816","756256728778321920","979537569242169344"
"1126396224603598848","312846840","544862804"
"1126396303699861504","2361950846","946598394054742017"
"1126397107332452354","2422233391","924829078447943680"
"1126397218502479873","756256728778321920","1028440418814513153"
"1126397343199186946","1121500026977439745","958264156683091969"
"1126397371431227393","966039418980225024","425871040"
"1126397460559962113","756256728778321920","1028440418814513153"
"1126397541455556608","756256728778321920","979537569242169344"
"1126398194894589953","756256728778321920","995504392638943233"
"1126398617290330112","756256728778321920","1028440418814513153"
"1126398845712240640","2226136789","425871040"
"1126399067137794048","756256728778321920","979537569242169344"
"1126399315604398082","20598427","425871040"
"1126401699894054912","756256728778321920","963028327752785922"
"1126402486628233216","2742277967","2569932542"
"1126402855924056064","3769076902","1086288084533161990"
"1126402856083435521","2742277967","835547548131684353"
"1126405967376076800","756256728778321920","1028440418814513153"
"1126406033616715776","1018142053492928513","725916574851297284"
"1126406184691331072","1018142053492928513","725916574851297284"
"1126406507602501632","756256728778321920","1028440418814513153"
"1126406560115232768","1101410438758260736","425871040"
"1126406986499641344","1018142053492928513","725916574851297284"
"1126408006277578752","1046940001945104384","958264156683091969"
"1126408402203238400","1116074322941153283","924829078447943680"
"1126408520885309441","359977465","1032390010165575682"
"1126409474913329152","190124785","43487865"
"1126409780153782272","3450118157","1074808277890871296"
"1126432199392333825","3010751612","375721095"
"1126414611329179648","757572600922943488","958264156683091969"
"1126298636936196096","830582444856373249","894995979350487040"
"1126415142768525312","471437343","155857134"
"1126416141461491712","1070974687629340672","425871040"
"1126421059253751808","1851033906","425871040"
"1126423008493617152","1100761795126575104","1049367321201074177"
"1126423080358703106","1124230188160565249","958264156683091969"
"1126423154937569280","2225810322","958264156683091969"
"1126425165129117696","1104018475431804930","1048186161657569280"
"1126426603691622401","318760490","234526497"
"1126427167196426240","4684729332","919695348397899776"
"1126430049845039104","745281338765418496","835547548131684353"
"1126430398966145024","992332329958830080","958264156683091969"
"1126430958872408065","2426918953","44645815"
"1126432759478661120","1005392885343244289","865995580845195264"
"1126435680685395968","925358999846793216","958264156683091969"
"1126444365746929664","928587070767075328","1105776984041361409"
"1126447176685629440","1054389136172441600","1035492762513285120"
"1126450809644953600","1083093989501423618","1125617727157227531"
"1126456094606467072","1120439902695493632","1026129475480834049"
"1126456101019488257","958352903760162818","805889527323787264"
"1126460164641644544","1073917397193633792","246596682"
"1126460832261595137","973886753147932672","917282330586296320"
"1126471313885937664","924281101","1028440418814513153"
"1126471977760256001","1021818358411472896","425871040"
"1126474313123557376","51214425","2295939460"
"1126474637817389056","494512995","425871040"
"1126474651180335105","489914831","2153533232"
"1126490381074538496","832436739939647493","271684376"
"1126477046929137665","3315799271","425871040"
"1126479265795641344","1048563537428316160","155857134"
"1126481425971208195","1098037600571527168","1052540977586421761"
"1126483405913432064","777526532851892224","770781940341288960"
"1126486322003230720","466682857","835547548131684353"
"1126489818513408001","1094444251964981248","425871040"
"1126491218064617473","841097196","840994165"
"1126497987717410816","1101661015152852996","876915793497399300"
"1126498381151592449","1264945435","425871040"
"1126499310919651329","1011821626734923777","425871040"
"1126503413691215872","949344936780091392","425871040"
"1126504244683476994","2168775489","1030921894449623040"
"1126504664717877250","37998390","121258930"
"1126506395707236352","3103934024","839182824473153536"
"1126506642500022272","1119024558768476160","3433886253"
"1126510081426595840","839270655954583552","36724576"
"1126515316027215873","2480987515","902623975133642755"
"1126516015087616001","829739209","850511118892232704"
"1126520475071463424","1293001652","835547548131684353"
"1126520491374784513","4828232773","991737464904716288"
"1126521384153300993","960525259098218496","425871040"
"1126522645242163201","3296530822","2455740283"
"1126522997211303936","3405074997","1100862161004515328"
"1126428819928145920","1074723962309902336","2460338911"
"1126529631371309065","1089739846258696192","795765761553772545"
"1126535374107316230","859924350018793472","425871040"
"1126538829794500609","1094367133679509505","1016751554496430082"
"1126539889686740992","956559032147415042","843491631219294208"
"1126541449359712257","956210176264163328","425871040"
"1126543988637478917","977178790370660353","848596577929359360"
"1126551457749250048","776294941215563776","425871040"
"1126557009505951745","1100522276414402561","425871040"
"1126574137135259654","1016706354227175424","2450731638"
"1126574551251476480","2311545488","1110209084316368896"
"1126575504860033025","975821410433163264","425871040"
"1126577380955389953","1107612774899871746","835547548131684353"
"1126578435000819713","1125672259509792769","2210485170"
"1126582516578754561","1623829598","897037986432503809"
"1126585369921839104","1087850879653421058","230232912"
"1126589095474618368","739838080178360320","3873936134"
"1126591574023049217","877737546","59804598"
"1126591578221568001","986617987703721984","59804598"
"1126600085222170631","787359682344132608","1011570977816432640"
"1126603067854553090","878922792414138368","1034427604823142400"
"1126609703319027713","3289515635","952183062657359873"
"1126632296096907267","65380577","373220657"
"1126638755874582528","1916635051","425871040"
"1126640274028015616","776466762913026048","908090746200260608"
"1126640375404355586","984032936616865792","425871040"
"1126640377463701504","1123436330938241025","425871040"
"1126643157209317376","1074765181622861825","846764858368544770"
"1126647708603822081","130360034","835547548131684353"
"1126649504655134723","984836765843443713","2455740283"
"1126650152599658497","984836765843443713","2455740283"
"1126654603682934784","1088108354143166464","1126336590039662593"
"1126670194087219202","1101339429602582528","3049017420"
"1126673588789051394","983957674449567744","425871040"
"1126676086023081984","26060030","1100522276414402561"
"1126433472715808768","854432232995381248","1100013053943242753"
"1126685033538789376","118797163","2241494389"
"1126686561876111368","800751166137077760","2559865245"
"1126720028131246080","1087447426179448833","979718669512056832"
"1126743128671522818","780111902244532225","2559865245"
"1126748651110322176","1086972891302776832","1120317526003466240"
"1126749832234668032","3450118157","1125022547760664576"
"1126751369275117569","1118189993187524610","1032390010165575682"
"1126771111427887105","3433886253","425871040"
"1126772291075895296","1087850879653421058","230232912"
"1126785263366168576","634019355","1113222246"
"1126813702181851137","1087089697384554496","826951154689048576"
"1126815937376718853","273489703","24512707"
"1126834433489813504","929940171197419520","1070513619945680896"
"1126838598366629888","494512995","869229501544378370"
"1126857463771406338","1095840362369826816","919695348397899776"
"1126878267816980482","1043749309127233536","1013553539463827461"
"1126888949480415233","1125673398959579136","990633098026061825"
"1126891448291532800","2257095173","618683411"
"1126894310639710208","733405881598009350","924829078447943680"
"1126438084512403457","1039585613761003520","944239462153777152"
"1126902888783958016","797190667839553536","1065875786035531778"
"1126905563265236993","984307189853704192","1074046337673506816"
"1126907492250869761","1099329475291111424","1090334671764840448"
"1126941636402065408","1892000413","311775629"
"1126947132089479173","1087850879653421058","230232912"
"1126947542518906882","1087850879653421058","230232912"
"1126306354065485826","4508959300","2461306809"
"1126965794208866304","1366364371","3177285932"
"1126970451165626368","823426280","425871040"
"1126971825244856325","3896117419","809098662471147520"
"1126975679432622081","1126951318550130690","1005738617996800000"
"1126976529798316032","388624944","384098145"
"1126979459163336704","1054083450691600385","1124688733"
"1127012557108256772","3221499689","726807926233534465"
"1126997314932019201","961676287843688448","1017054006567288832"
"1127001874131976193","929980621","908090746200260608"
"1127014594327777280","1103010075394932736","841834407971414016"
"1127014764989829121","1103087074100563969","841834407971414016"
"1126465477314793472","555520981","1019402675199401984"
"1126445567628935169","2384991482","996307997616955392"
"1126308350151598081","1091531920368914432","924829078447943680"
"1126460132227985408","890688329670422528","3412182287"
"1126464793819222018","944885957903335424","885473425581420544"
"1126466678546673664","1022804196289064961","425871040"
"1126466769462472710","977530158805602304","425871040"
"1126466813439639554","1079091143751667712","425871040"
"1126472335316459520","1115958476759605250","872060874994966529"
"1126473250417123328","1115955527509520384","872060874994966529"
"1126474803366572034","385840507","924829078447943680"
"1126479204395020288","3063793146","724994102161461252"
"1126485712277262337","408506857","1046338362620153856"
"1126493433093337088","956527182439952389","52884795"
"1126493892516257794","990415308333637633","846323893455405056"
"1126495226003116032","763327465460727808","924829078447943680"
"1126496598241042432","2166761803","924829078447943680"
"1126504861296545793","1064726765044752384","425871040"
"1126522434981548034","2788699456","1011570977816432640"
"1126530765225975813","3102692009","1011570977816432640"
"1126538664987779072","928658574951243777","4284175933"
"1126544370595799041","2872727432","885473425581420544"
"1126395946500182016","924780686954733568","772175638950137856"
"1126557507621720066","1030369153746657280","919695348397899776"
"1126557767001673728","167962268","425871040"
"1126559036856340480","26060030","425871040"
"1126563894179143680","1098899890246021120","3301953428"
"1126564254604255233","845969626269921280","1036507430216187904"
"1126566528823046145","841294839652241410","2455740283"
"1126568012096647171","998747977450704896","1047721314213978112"
"1126571087133859846","1077581341322035203","919695348397899776"
"1126576338805170176","987748193512427520","919695348397899776"
"1126578240385101825","731440166","903325374788063233"
"1126581594754572289","829739209","850511118892232704"
"1126586199513104385","978703913103839233","2979314175"
"1126604540835319808","1099987713917239296","1125284114188210176"
"1126605192756060161","1010810613977640960","999645463698526208"
"1126610178835566592","1094455162322612224","1094427888978255873"
"1126613889146212352","846097529041170432","472353775"
"1126620815762579456","831229349084925954","37971036"
"1126623173762519040","1057743768324108289","736649979461242880"
"1126631422532489216","341122876","742819781162733568"
"1126638808152313861","1125162241056280576","4284175933"
"1126327444829380609","425458715","885473425581420544"
"1126659667004919810","998172314108874753","425871040"
"1126673580723441666","2813711503","425871040"
"1126673624482684929","980184728849539072","425871040"
"1126678184399921153","816229826667380736","234526497"
"1126701988727537665","1126700808488112128","1051478636648431616"
"1126726740561186816","1117069295647899649","919695348397899776"
"1126732503497134080","1000324136248410112","958264156683091969"
"1126746984579133442","1049672052334985216","1032439830150447106"
"1126332136431259649","887398368380686338","2461306809"
"1126761866477182976","1111600366376890369","2811161185"
"1126768188748754944","1108472579365498880","919695348397899776"
"1126769016393977856","1126601090001141761","919695348397899776"
"1126771048609751040","1070042626764742656","919695348397899776"
"1126771087193268225","1090624149297524737","919695348397899776"
"1126773045308215296","1103315785580249089","919695348397899776"
"1126790537191682049","842290430049898496","851105253571178497"
"1126790626916220928","964716463633268736","1069836418363535360"
"1126790797125459968","3489589937","919695348397899776"
"1126791523033600000","895420866401636353","919695348397899776"
"1126793693464281088","822507121312931841","919695348397899776"
"1126797446783225857","1107991563903201280","1113222246"
"1126835229979828225","764928929647955969","4284175933"
"1126411969186156545","940727080106561537","544862804"
"1126853919458701312","1098037600571527168","1052540977586421761"
"1126337564065951744","1087164990040158208","1096534467903016960"
"1126857717350531072","1074407441276854272","919695348397899776"
"1126859327053148160","749141691240701952","2461306809"
"1126867719637233666","1102860408245776384","1031774428550447104"
"1126870935238086656","975018555082137602","1048186161657569280"
"1126876658689019904","937824375268667393","255108312"
"1126885130125971456","1096860039002767361","168586215"
"1126886546978811905","317938202","1099832379705823234"
"1126887257581862912","2210114191","1069836418363535360"
"1126916345818439680","1119830028500570113","553828125"
"1126921462340825089","908199115875643392","720928362282229761"
"1126923783913267200","1089613736376258560","999747742204383234"
"1126943634098741251","943119233327796225","1054679324522135553"
"1126952289938415616","4344200373","1089263587053457410"
"1126953594341736449","895509393105498112","1094182951573692416"
"1126957482901954560","1066321405057339392","763539270799921152"
"1126963506459357185","792066774661472256","1099832379705823234"
"1126980075897769984","1083935090227347457","1099832379705823234"
"1126993729586376704","2293629830","763539270799921152"
"1127015096235057152","1008564129135824896","2657642167"
"1126344081506877440","4096918094","3351430354"
"1126345575115390976","36512676","387262364"
"1126346093405642760","704583568316633088","1027840295541649408"
"1126318867620429825","1086377219717513216","1019441568942444544"
"1126337468691668992","1107132844139147264","1096534467903016960"
"1126423277306564613","1124430462578040833","19303714"
"1126430655552860161","615156580","924829078447943680"
"1126566099615662080","1055460904014438400","734357506433163264"
"1126293153353310208","882616810243227648","2468235006"
"1126309746791919617","403656945","924829078447943680"
"1126314246487322624","524101773","425871040"
"1126323579791052800","2258406432","857495984"
"1126324117383155712","1854401","3351430354"
"1126335686708158464","4874174436","1124125969722134528"
"1126349344150573056","1059310381183746048","544862804"
"1126356380930269184","2293509018","809098662471147520"
"1126360255246536705","1121739811902173190","1028440418814513153"
"1126379008126439424","848177833","995979576"
"1126387402568654849","756256728778321920","995504392638943233"
"1126388712928104448","1126370441273253889","924829078447943680"
"1126392094459944960","31347728","809098662471147520"
"1126394484114149377","937154791066574848","979537569242169344"
"1126394826122043392","3195612767","772175638950137856"
"1126395511378890760","756256728778321920","2210485170"
"1126395613170388992","278880914","734757389799424000"
"1126396170052354048","278880914","1069630811614236673"
"1126396245335896070","1084437676965548033","1074808277890871296"
"1126396586441957376","1109897307636416512","772175638950137856"
"1126396973618089984","278880914","924829078447943680"
"1126397000356909058","72159483","425871040"
"1126397007986294784","554076421","809098662471147520"
"1126397070020050945","1076129688781766661","924829078447943680"
"1126397310131425280","847443789501218816","425871040"
"1126397463299002369","63714555","425871040"
"1126397970667134976","756256728778321920","963028327752785922"
"1126398183129714688","1044975655761391616","425871040"
"1126398299978657792","756256728778321920","1028440418814513153"
"1126399597792854016","1087850879653421058","230232912"
"1126400117140021254","1055460904014438400","1011570977816432640"
"1126400349387001856","961407428154753024","425871040"
"1126446641714814976","1532612930","785651770697523200"
"1126401963287912449","33400289","425871040"
"1126402271208718338","1035704093224906754","544862804"
"1126402472203902976","1144172923","544862804"
"1126402787628072960","1117118706042060800","1014375715918118912"
"1126403112351215618","971868568257269762","835547548131684353"
"1126403328995258369","1044123325956382720","425871040"
"1126403448486944768","767688849283768320","781427980752920576"
"1126404025614602240","1026776768798064640","1074808277890871296"
"1126405068641619968","1018142053492928513","725916574851297284"
"1126405283163594752","1088778763935145986","1011570977816432640"
"1126405340977745920","756256728778321920","1028440418814513153"
"1126405428521328640","756256728778321920","1028440418814513153"
"1126406465739059200","756256728778321920","1028440418814513153"
"1126406488807763969","756256728778321920","1028440418814513153"
"1126407754476691457","113111065","425871040"
"1126407869266399232","1088322333356417025","979537569242169344"
"1126407874597416960","2224065162","772175638950137856"
"1126407901545947136","1296760778","924829078447943680"
"1126410646101344262","1955302416","2437577359"
"1126411398391582721","737925854341259264","924829078447943680"
"1126412042967994368","756256728778321920","544862804"
"1126412116125028352","218136373","425871040"
"1126415838129598464","1084770127","2680631986"
"1126416344491147264","3182089458","1046925014166065152"
"1126417299051765760","1086972891302776832","1069630811614236673"
"1126419682867593219","854697954367557633","878468267592916992"
"1126419938963480578","1066299826759884800","958264156683091969"
"1126354201645342721","1089478705871769601","984307189853704192"
"1126420737705824256","963025243542605824","425871040"
"1126421469653884929","4419641534","835547548131684353"
"1126423510627127298","5978732","958264156683091969"
"1126429224242429953","981536920537829376","1030197444515115008"
"1126432304094765056","996039769573527552","425871040"
"1126434647922049024","605277407","425871040"
"1126437641107513345","867523714514116610","955569178970394624"
"1126437818266542080","2754898723","1011570977816432640"
"1126438054976208897","899966208128286721","425871040"
"1126439568100810752","334332007","1030197444515115008"
"1126440333099839489","3433886253","996307997616955392"
"1126441145741877248","2594725304","425871040"
"1126443067941249025","996845109969743872","234526497"
"1126443552832094209","898101390295220224","425871040"
"1126445688869539845","1054389136172441600","450282976"
"1126448898237579265","1002473956337766400","3026309520"
"1126464045798891521","1406460595","1036507430216187904"
"1126464563635900422","216248203","835547548131684353"
"1126466631251705856","998228573889748993","425871040"
"1126467093006884865","1126274026198962176","2993811384"
"1126479526198960128","37993512","27280073"
"1126470232594354177","794040200259338240","425871040"
"1126471771719372800","494512995","425871040"
"1126480084473470976","965279982896508929","835547548131684353"
"1126472571032150016","222906878","52884795"
"1126475343014047746","1078575849220292608","1121523675449188352"
"1126475376434339843","1071425655756255233","27371990"
"1126476564869328896","828654314658942976","1103373467678851073"
"1126477854089388033","1106437237","835547548131684353"
"1126484217679028224","970175768314744832","971803583665590272"
"1126486735146422272","1054389136172441600","1049367321201074177"
"1126490753121890305","1890949854","425871040"
"1126494352006451202","979622804726231040","979495043785375744"
"1126495327727628288","1093923961509945351","3076589961"
"1126500433965379584","565231739","1113222246"
"1126506844233404420","984465287503400960","1367124774"
"1126510018918895616","1008865646434807808","924829078447943680"
"1126511225242890240","1096990308976525312","772175638950137856"
"1126518267340656640","1031280283046166529","1101275970995027968"
"1126522375225380864","1034821525390675968","1011570977816432640"
"1126524442421661696","40126414","7157132"
"1126529334041284612","1050420196647800832","1085228454893838336"
"1126531532896768001","1089739846258696192","214201922"
"1126534672060747783","1042218786328391680","924829078447943680"
"1126537078945320961","1101183828159270913","425871040"
"1126545792750292992","1101339429602582528","2733210014"
"1126546680227041280","1319768263","3301953428"
"1126560700627922944","922323417038311424","155620461"
"1126563132145590272","3310949599","2935548451"
"1126565304769892354","1125888860037185538","425871040"
"1126567273311932416","1055460904014438400","734357506433163264"
"1126572156312276993","920989146050646016","1069712749763137537"
"1126572782882418688","260041776","5162861"
"1126577944023924736","1004466749998280709","425871040"
"1126584030709915656","1321594868","1030197444515115008"
"1126584782685646848","1087850879653421058","230232912"
"1126584875568517120","1093323732939165697","425871040"
"1126586033305526272","1087850879653421058","230232912"
"1126599500271951881","1055213493547421697","2569436262"
"1126355002115678209","1000324136248410112","4284175933"
"1126601758342549505","952208794947383296","1592047891"
"1126604078379876352","977178790370660353","848596577929359360"
"1126608121206538240","18672742","2159195820"
"1126612202570432512","1051118492018077696","979537569242169344"
"1126623445440135168","969283829088378886","20876957"
"1126628316436475904","1104448322","1062091767007338497"
"1126636812586422272","732567324","885598401521491968"
"1126638927375417350","281711402","946598394054742017"
"1126639810150653953","1097795020982308864","425871040"
"1126640809359630336","4776314417","425871040"
"1126646998394863617","14463592","425871040"
"1126652860425482241","3148685263","425871040"
"1126681221344518144","1123436330938241025","979149719548121088"
"1126698006126796800","156809404","327551307"
"1126719579533627392","1124761689050812416","835547548131684353"
"1126743755959095296","39226498","1032439830150447106"
"1126744180934373377","838188664635129857","835547548131684353"
"1126749119215587329","838188664635129857","835547548131684353"
"1126750258539651072","1114133906171809793","1064856848854077440"
"1126757219570049024","972174262269128704","1030208712814682112"
"1126790097980944384","1113139503659487232","1069836418363535360"
"1126795512013672448","565231739","1113222246"
"1126823008708907008","1111991335836221441","891489993926955008"
"1126824596307681283","1104159923099832320","1126822179402915840"
"1126833672735342592","1037104026595323906","1052540977586421761"
"1126840373257613313","3450118157","1042079061265338369"
"1126841206309130241","57600355","719884885440094212"
"1126856347352489984","2351516664","27270779"
"1126856647157141504","3325085801","770654535949938692"
"1126857422855753728","349900785","919695348397899776"
"1126875281757757442","1126868577468985344","425871040"
"1126888100880363525","984307189853704192","1930125348"
"1126894186794557440","49882308","176985974"
"1126895788909518848","858413905831280640","272137885"
"1126913292977491968","946933629455863808","733707454257717249"
"1126919199350304768","2895543484","425871040"
"1126927220256043008","972174262269128704","849804653307076609"
"1126927979081281536","1095214160860848129","849804653307076609"
"1126931480981245953","833794061974781952","847213616910577664"
"1126944106545127424","2307201318","906064860630351872"
"1126949882361573376","16636443","3300526697"
"1126963009870553089","713124773065138176","27280073"
"1126970668321509376","937568765578842112","809098662471147520"
"1126971347362512899","340897984","3116779908"
"1126973678313517057","1126809996442984448","425871040"
"1126978817858338816","1044727375982923777","972651"
"1127001027453116418","1026991704107298823","3362259433"
"1127001296068759556","3043183718","939111729060921344"
"1127010793122177024","907800603874664449","1028440418814513153"
"1127014962457661440","1105899285705641984","841834407971414016"
"1127015081387134976","1106762399586095104","841834407971414016"
"1127018400700518401","984446606580707328","1013553539463827461"
"1126372061968990208","736649979461242880","544862804"
"1126398439258972160","1106394523284852738","425871040"
"1126550521605652486","783149246178553856","1086535498087260160"
"1126358384566054913","3719468363","4284175933"
"1126463560631160832","732704868725579776","263878281"
"1126464506291478528","924342430081548288","425871040"
"1126294132123734020","2943289847","472353775"
"1126298215756623874","1109304828981723136","139335790"
"1126314415522033664","89346624","425871040"
"1126320155003252736","938631851530260482","758747964705611777"
"1126349384675991552","1059310381183746048","544862804"
"1126356122280001536","970383413021675520","730547030863437824"
"1126398764829298688","3398603176","1100137363190226947"
"1126402123887833088","1030800170525413376","1074808277890871296"
"1126494110267916289","3788755403","924829078447943680"
"1126403359727017984","984369803832864770","896776572669186052"
"1126409026462334976","2914474703","425871040"
"1126410990109843456","1114600407525994498","1116074322941153283"
"1126414436825169920","985754773688287232","958264156683091969"
"1126415879477002240","861302973015740418","2437577359"
"1126374057245577216","813834944116129792","1068879733297950720"
"1126428493217128450","857019003826348032","1052440757309755392"
"1126439283957616640","4596179861","3412182287"
"1126446692453289984","712489651462938624","425871040"
"1126449507217084416","858618150836998144","3026309520"
"1126536843061755904","917517650267340802","1118245412673085445"
"1126466745718460419","1036529096346546176","425871040"
"1126467638685728768","1123286593626890241","425871040"
"1126473650532683780","1115953656673841153","872060874994966529"
"1126474975525863424","1115946066514518017","872060874994966529"
"1126475472399949824","785203272684605441","872060874994966529"
"1126476419599618048","3495698056","872060874994966529"
"1126481669278425088","1074674713627025408","1112747902625939456"
"1126555928164220929","993169044013506560","869855636384821248"
"1126562365367930880","1522599728","425871040"
"1126492702613237761","1082677369377312769","1046338362620153856"
"1126497573533962247","266544122","999645463698526208"
"1126499317424873473","1088748236565708800","425871040"
"1126569705504956416","1100782809273298944","1088046843639066631"
"1126505906655514624","1087723628660178945","874555958738903040"
"1126510092818403329","888319150321537024","4284175933"
"1126518216061329410","1628427092","985117354794287104"
"1126522488794402816","1046413977775800320","973820082622291968"
"1126522683070402562","4833614952","846323893455405056"
"1126523256163438593","960376767260356608","732370111718264832"
"1126527782169694208","974087253600292864","1101275970995027968"
"1126594798859763712","1117492228933521409","1117763954984587267"
"1126548360406622208","845810499061252096","277880167"
"1126556873048694784","1109761854337880064","919695348397899776"
"1126556957022801921","3307028001","919695348397899776"
"1126561521012813826","1016491250210525186","1066055303450509312"
"1126607052833533957","1008732006891614209","425871040"
"1126562784123281411","1017458763358507011","919695348397899776"
"1126564720096555012","843422114661240832","1066055303450509312"
"1126569161616965634","3500764096","734357506433163264"
"1126571977802768385","768178988116275200","919695348397899776"
"1126576783963369472","763103500448501760","769285155362115584"
"1126578504198496256","830582444856373249","1069712749763137537"
"1126603986797309952","1119954982755815425","4070473036"
"1126632571851411456","1345471728","1126206728415133696"
"1126632574040907776","903606845868257280","1126206728415133696"
"1126638600748244994","1057743768324108289","277880167"
"1126642351663976448","4776314417","425871040"
"1126648541760360448","3636608716","425871040"
"1126648849416716289","2802015849","1070057594746798085"
"1126649054161584128","841830493100285952","425871040"
"1126658904778264576","89346624","425871040"
"1126680694741196801","759440443524341760","4284175933"
"1126709318198255621","1116280349456248833","734357506433163264"
"1126768262253912064","1015650269143687168","919695348397899776"
"1126768501249548288","260501194","919695348397899776"
"1126769301707321344","1103015655924793345","919695348397899776"
"1126769362554122241","1092388631053066240","919695348397899776"
"1126771512726380549","1100577559488671750","1101409230140121088"
"1126776416983367680","4613478793","425871040"
"1126776592238239744","970917882925207552","851105253571178497"
"1126781028607987713","973845006837415937","999645463698526208"
"1126783630947291136","248651179","919695348397899776"
"1126789079461326849","1119024558768476160","4284175933"
"1126789442675539969","1022349195796275200","919695348397899776"
"1126791163581796352","3719266401","1046338362620153856"
"1126791490779340800","960110617397936128","1113222246"
"1126814961806848000","3092389516","863527548"
"1126834648615665664","885636969191047168","4284175933"
"1126834730119262209","973845006837415937","999645463698526208"
"1126727185530638336","1113334928572174336","1113177079023931392"
"1126879618055622656","2798809075","4284175933"
"1126396958384386048","1058953189909704704","1074808277890871296"
"1126886829490307074","2325397176","1099832379705823234"
"1126901906285244416","851096261948211200","4284175933"
"1126909984854487040","945349289580138496","946701734608547840"
"1126923119275446272","768971373691670529","999747742204383234"
"1126950813144952832","4344200373","1099832379705823234"
"1126950850511896578","4344200373","763539270799921152"
"1126951103390781441","395493328","763539270799921152"
"1126952238038102017","4344200373","1098501499657879552"
"1126955546425188352","1124522806228574208","1099832379705823234"
"1126957167104471042","1125013048371052547","763539270799921152"
"1126957798963781633","1125013048371052547","1089263587053457410"
"1126957861597261825","3951600742","1099832379705823234"
"1126980118012780545","1083935090227347457","763539270799921152"
"1126981447334518785","1083935090227347457","1098501499657879552"
"1126983445161365504","1121772583467220993","1099832379705823234"
"1126983505811058688","1121772583467220993","763539270799921152"
"1126986021260922880","1057743768324108289","991646996816646144"
"1126988689178005504","983355815955521536","4284175933"
"1126989557591957506","1121071880100823041","763539270799921152"
"1127003981467791360","1071851614863011841","3182089458"
"1126296282270773250","1030246316641792000","986081920084623361"
"1126306431693729792","3134087570","2461306809"
"1126313889967366147","929146473979183104","2461306809"
"1126321681054732288","1057743768324108289","758747964705611777"
"1126326314326274048","1062157843221090309","4479791293"
"1126330595821400065","1030562750391635968","978133947988275201"
"1126400049313996801","940482921042821120","3207538323"
"1126337236939591680","901452765192347648","885473425581420544"
"1126339928919379968","107342074","885473425581420544"
"1126856112253411329","860941704320491520","1094679295484678144"
"1126461086536957952","898101390295220224","425871040"
"1126885559262154752","3872642075","1930125348"
"1126513551621812224","1065851893375819776","544862804"
"1126402973880541184","870244506246971392","919695348397899776"
"1126381318110007296","1100033039260774400","1518635760"
"1126382136951496705","756643890057318400","979495043785375744"
"1126383627644723200","2837939646","869909325023559680"
"1126386141135945729","1104018548244934656","1518635760"
"1126548577893912578","783523161434361856","1086535498087260160"
"1126560371454689286","779790457471729666","953286524388495360"
"1126561893936705537","2896644443","1103055001746841600"
"1126569270152974336","949344936780091392","425871040"
"1126955991906516993","1083950174198738944","2559865245"
"1126395346375118848","1023110668722098176","1016333126216413184"
"1126396787705520128","940115843492429825","1100013053943242753"
"1126819709117054976","1126788759809212416","1124500355939586048"
"1126403364521009152","827397516769456128","896776572669186052"
